transition,w_displacement_trend_change,w_rapid_velocity_persistence,w_velocity_level_jump,recommended_serial,w_sustained_acceleration_onset
accelerated_to_rapid,0.33333333333333337,0.33333333333333337,0.33333333333333337,9501,
accelerated_to_rapid,0.2727272727272727,0.2727272727272727,0.45454545454545453,9501,
accelerated_to_rapid,0.23076923076923078,0.23076923076923078,0.5384615384615385,9501,
accelerated_to_rapid,0.19999999999999998,0.19999999999999998,0.6,9501,
accelerated_to_rapid,0.1764705882352941,0.1764705882352941,0.6470588235294118,9501,
accelerated_to_rapid,0.2727272727272727,0.45454545454545453,0.2727272727272727,9501,
accelerated_to_rapid,0.23076923076923075,0.3846153846153846,0.3846153846153846,9501,
accelerated_to_rapid,0.19999999999999998,0.3333333333333333,0.4666666666666666,9501,
accelerated_to_rapid,0.1764705882352941,0.2941176470588235,0.5294117647058824,9501,
accelerated_to_rapid,0.15789473684210525,0.2631578947368421,0.5789473684210527,9501,
accelerated_to_rapid,0.23076923076923075,0.5384615384615384,0.23076923076923075,9567,
accelerated_to_rapid,0.19999999999999998,0.4666666666666666,0.3333333333333333,9501,
accelerated_to_rapid,0.17647058823529413,0.4117647058823529,0.4117647058823529,9501,
accelerated_to_rapid,0.15789473684210525,0.3684210526315789,0.4736842105263158,9501,
accelerated_to_rapid,0.14285714285714285,0.3333333333333333,0.5238095238095238,9501,
accelerated_to_rapid,0.19999999999999998,0.6,0.19999999999999998,9567,
accelerated_to_rapid,0.17647058823529413,0.5294117647058824,0.29411764705882354,9567,
accelerated_to_rapid,0.15789473684210525,0.4736842105263158,0.3684210526315789,9501,
accelerated_to_rapid,0.14285714285714285,0.42857142857142855,0.42857142857142855,9501,
accelerated_to_rapid,0.13043478260869565,0.391304347826087,0.47826086956521746,9501,
accelerated_to_rapid,0.1764705882352941,0.6470588235294118,0.1764705882352941,9567,
accelerated_to_rapid,0.15789473684210525,0.5789473684210527,0.2631578947368421,9567,
accelerated_to_rapid,0.14285714285714285,0.5238095238095238,0.3333333333333333,9567,
accelerated_to_rapid,0.13043478260869562,0.47826086956521735,0.3913043478260869,9501,
accelerated_to_rapid,0.12,0.44000000000000006,0.44000000000000006,9501,
accelerated_to_rapid,0.45454545454545453,0.2727272727272727,0.2727272727272727,9501,
accelerated_to_rapid,0.3846153846153846,0.23076923076923075,0.3846153846153846,9501,
accelerated_to_rapid,0.3333333333333333,0.19999999999999998,0.4666666666666666,9501,
accelerated_to_rapid,0.2941176470588235,0.1764705882352941,0.5294117647058824,9501,
accelerated_to_rapid,0.2631578947368421,0.15789473684210525,0.5789473684210527,9501,
accelerated_to_rapid,0.3846153846153846,0.3846153846153846,0.23076923076923075,9501,
accelerated_to_rapid,0.3333333333333333,0.3333333333333333,0.3333333333333333,9501,
accelerated_to_rapid,0.29411764705882354,0.29411764705882354,0.4117647058823529,9501,
accelerated_to_rapid,0.2631578947368421,0.2631578947368421,0.4736842105263158,9501,
accelerated_to_rapid,0.23809523809523808,0.23809523809523808,0.5238095238095238,9501,
accelerated_to_rapid,0.3333333333333333,0.4666666666666666,0.19999999999999998,9501,
accelerated_to_rapid,0.29411764705882354,0.4117647058823529,0.29411764705882354,9501,
accelerated_to_rapid,0.2631578947368421,0.3684210526315789,0.3684210526315789,9501,
accelerated_to_rapid,0.23809523809523808,0.3333333333333333,0.42857142857142855,9501,
accelerated_to_rapid,0.2173913043478261,0.30434782608695654,0.47826086956521746,9501,
accelerated_to_rapid,0.29411764705882354,0.5294117647058824,0.17647058823529413,9567,
accelerated_to_rapid,0.2631578947368421,0.4736842105263158,0.2631578947368421,9501,
accelerated_to_rapid,0.23809523809523814,0.42857142857142866,0.33333333333333337,9501,
accelerated_to_rapid,0.2173913043478261,0.391304347826087,0.391304347826087,9501,
accelerated_to_rapid,0.2,0.36,0.44000000000000006,9501,
accelerated_to_rapid,0.2631578947368421,0.5789473684210527,0.15789473684210525,9567,
accelerated_to_rapid,0.23809523809523808,0.5238095238095238,0.23809523809523808,9567,
accelerated_to_rapid,0.2173913043478261,0.47826086956521746,0.30434782608695654,9501,
accelerated_to_rapid,0.2,0.44000000000000006,0.36,9501,
accelerated_to_rapid,0.18518518518518517,0.40740740740740744,0.40740740740740744,9501,
accelerated_to_rapid,0.5384615384615384,0.23076923076923075,0.23076923076923075,8871,
accelerated_to_rapid,0.4666666666666666,0.19999999999999998,0.3333333333333333,9501,
accelerated_to_rapid,0.4117647058823529,0.17647058823529413,0.4117647058823529,9501,
accelerated_to_rapid,0.3684210526315789,0.15789473684210525,0.4736842105263158,9501,
accelerated_to_rapid,0.3333333333333333,0.14285714285714285,0.5238095238095238,9501,
accelerated_to_rapid,0.4666666666666666,0.3333333333333333,0.19999999999999998,9501,
accelerated_to_rapid,0.4117647058823529,0.29411764705882354,0.29411764705882354,9501,
accelerated_to_rapid,0.3684210526315789,0.2631578947368421,0.3684210526315789,9501,
accelerated_to_rapid,0.3333333333333333,0.23809523809523808,0.42857142857142855,9501,
accelerated_to_rapid,0.30434782608695654,0.2173913043478261,0.47826086956521746,9501,
accelerated_to_rapid,0.4117647058823529,0.4117647058823529,0.17647058823529413,9501,
accelerated_to_rapid,0.3684210526315789,0.3684210526315789,0.2631578947368421,9501,
accelerated_to_rapid,0.33333333333333337,0.33333333333333337,0.33333333333333337,9501,
accelerated_to_rapid,0.30434782608695654,0.30434782608695654,0.391304347826087,9501,
accelerated_to_rapid,0.27999999999999997,0.27999999999999997,0.44000000000000006,9501,
accelerated_to_rapid,0.36842105263157887,0.47368421052631576,0.15789473684210525,9501,
accelerated_to_rapid,0.3333333333333333,0.42857142857142855,0.23809523809523808,9501,
accelerated_to_rapid,0.30434782608695654,0.391304347826087,0.30434782608695654,9501,
accelerated_to_rapid,0.27999999999999997,0.36,0.36,9501,
accelerated_to_rapid,0.25925925925925924,0.3333333333333333,0.40740740740740744,9501,
accelerated_to_rapid,0.3333333333333333,0.5238095238095238,0.14285714285714285,9567,
accelerated_to_rapid,0.30434782608695654,0.47826086956521746,0.2173913043478261,9501,
accelerated_to_rapid,0.27999999999999997,0.44000000000000006,0.27999999999999997,9501,
accelerated_to_rapid,0.25925925925925924,0.40740740740740744,0.3333333333333333,9501,
accelerated_to_rapid,0.24137931034482754,0.3793103448275862,0.3793103448275862,9501,
accelerated_to_rapid,0.6,0.19999999999999998,0.19999999999999998,8871,
accelerated_to_rapid,0.5294117647058824,0.17647058823529413,0.29411764705882354,8871,
accelerated_to_rapid,0.4736842105263158,0.15789473684210525,0.3684210526315789,9501,
accelerated_to_rapid,0.42857142857142855,0.14285714285714285,0.42857142857142855,9501,
accelerated_to_rapid,0.391304347826087,0.13043478260869565,0.47826086956521746,9501,
accelerated_to_rapid,0.5294117647058824,0.29411764705882354,0.17647058823529413,8871,
accelerated_to_rapid,0.4736842105263158,0.2631578947368421,0.2631578947368421,9501,
accelerated_to_rapid,0.42857142857142866,0.23809523809523814,0.33333333333333337,9501,
accelerated_to_rapid,0.391304347826087,0.2173913043478261,0.391304347826087,9501,
accelerated_to_rapid,0.36,0.2,0.44000000000000006,9501,
accelerated_to_rapid,0.47368421052631576,0.36842105263157887,0.15789473684210525,9501,
accelerated_to_rapid,0.42857142857142855,0.3333333333333333,0.23809523809523808,9501,
accelerated_to_rapid,0.391304347826087,0.30434782608695654,0.30434782608695654,9501,
accelerated_to_rapid,0.36,0.27999999999999997,0.36,9501,
accelerated_to_rapid,0.3333333333333333,0.25925925925925924,0.40740740740740744,9501,
accelerated_to_rapid,0.42857142857142855,0.42857142857142855,0.14285714285714285,9501,
accelerated_to_rapid,0.391304347826087,0.391304347826087,0.2173913043478261,9501,
accelerated_to_rapid,0.36,0.36,0.27999999999999997,9501,
accelerated_to_rapid,0.3333333333333333,0.3333333333333333,0.3333333333333333,9501,
accelerated_to_rapid,0.31034482758620685,0.31034482758620685,0.3793103448275862,9501,
accelerated_to_rapid,0.391304347826087,0.47826086956521746,0.13043478260869565,9501,
accelerated_to_rapid,0.36,0.44000000000000006,0.2,9501,
accelerated_to_rapid,0.3333333333333333,0.40740740740740744,0.25925925925925924,9501,
accelerated_to_rapid,0.3103448275862069,0.37931034482758624,0.3103448275862069,9501,
accelerated_to_rapid,0.2903225806451613,0.3548387096774194,0.3548387096774194,9501,
accelerated_to_rapid,0.6470588235294118,0.1764705882352941,0.1764705882352941,8871,
accelerated_to_rapid,0.5789473684210527,0.15789473684210525,0.2631578947368421,8871,
accelerated_to_rapid,0.5238095238095238,0.14285714285714285,0.3333333333333333,8871,
accelerated_to_rapid,0.47826086956521735,0.13043478260869562,0.3913043478260869,9501,
accelerated_to_rapid,0.44000000000000006,0.12,0.44000000000000006,9501,
accelerated_to_rapid,0.5789473684210527,0.2631578947368421,0.15789473684210525,8871,
accelerated_to_rapid,0.5238095238095238,0.23809523809523808,0.23809523809523808,8871,
accelerated_to_rapid,0.47826086956521746,0.2173913043478261,0.30434782608695654,9501,
accelerated_to_rapid,0.44000000000000006,0.2,0.36,9501,
accelerated_to_rapid,0.40740740740740744,0.18518518518518517,0.40740740740740744,9501,
accelerated_to_rapid,0.5238095238095238,0.3333333333333333,0.14285714285714285,8871,
accelerated_to_rapid,0.47826086956521746,0.30434782608695654,0.2173913043478261,9501,
accelerated_to_rapid,0.44000000000000006,0.27999999999999997,0.27999999999999997,9501,
accelerated_to_rapid,0.40740740740740744,0.25925925925925924,0.3333333333333333,9501,
accelerated_to_rapid,0.3793103448275862,0.24137931034482754,0.3793103448275862,9501,
accelerated_to_rapid,0.47826086956521746,0.391304347826087,0.13043478260869565,9501,
accelerated_to_rapid,0.44000000000000006,0.36,0.2,9501,
accelerated_to_rapid,0.40740740740740744,0.3333333333333333,0.25925925925925924,9501,
accelerated_to_rapid,0.37931034482758624,0.3103448275862069,0.3103448275862069,9501,
accelerated_to_rapid,0.3548387096774194,0.2903225806451613,0.3548387096774194,9501,
accelerated_to_rapid,0.44000000000000006,0.44000000000000006,0.12,9501,
accelerated_to_rapid,0.40740740740740744,0.40740740740740744,0.18518518518518517,9501,
accelerated_to_rapid,0.3793103448275862,0.3793103448275862,0.24137931034482754,9501,
accelerated_to_rapid,0.3548387096774194,0.3548387096774194,0.2903225806451613,9501,
accelerated_to_rapid,0.3333333333333333,0.3333333333333333,0.3333333333333333,9501,
slow_to_accelerated,0.33333333333333337,,0.33333333333333337,8108,0.33333333333333337
slow_to_accelerated,0.2727272727272727,,0.45454545454545453,8108,0.2727272727272727
slow_to_accelerated,0.23076923076923078,,0.5384615384615385,8473,0.23076923076923078
slow_to_accelerated,0.19999999999999998,,0.6,8473,0.19999999999999998
slow_to_accelerated,0.1764705882352941,,0.6470588235294118,8473,0.1764705882352941
slow_to_accelerated,0.2727272727272727,,0.2727272727272727,8108,0.45454545454545453
slow_to_accelerated,0.23076923076923075,,0.3846153846153846,8108,0.3846153846153846
slow_to_accelerated,0.19999999999999998,,0.4666666666666666,8108,0.3333333333333333
slow_to_accelerated,0.1764705882352941,,0.5294117647058824,8473,0.2941176470588235
slow_to_accelerated,0.15789473684210525,,0.5789473684210527,8473,0.2631578947368421
slow_to_accelerated,0.23076923076923075,,0.23076923076923075,8108,0.5384615384615384
slow_to_accelerated,0.19999999999999998,,0.3333333333333333,8108,0.4666666666666666
slow_to_accelerated,0.17647058823529413,,0.4117647058823529,8108,0.4117647058823529
slow_to_accelerated,0.15789473684210525,,0.4736842105263158,8108,0.3684210526315789
slow_to_accelerated,0.14285714285714285,,0.5238095238095238,8473,0.3333333333333333
slow_to_accelerated,0.19999999999999998,,0.19999999999999998,8108,0.6
slow_to_accelerated,0.17647058823529413,,0.29411764705882354,8108,0.5294117647058824
slow_to_accelerated,0.15789473684210525,,0.3684210526315789,8108,0.4736842105263158
slow_to_accelerated,0.14285714285714285,,0.42857142857142855,8108,0.42857142857142855
slow_to_accelerated,0.13043478260869565,,0.47826086956521746,8108,0.391304347826087
slow_to_accelerated,0.1764705882352941,,0.1764705882352941,8108,0.6470588235294118
slow_to_accelerated,0.15789473684210525,,0.2631578947368421,8108,0.5789473684210527
slow_to_accelerated,0.14285714285714285,,0.3333333333333333,8108,0.5238095238095238
slow_to_accelerated,0.13043478260869562,,0.3913043478260869,8108,0.47826086956521735
slow_to_accelerated,0.12,,0.44000000000000006,8108,0.44000000000000006
slow_to_accelerated,0.45454545454545453,,0.2727272727272727,8108,0.2727272727272727
slow_to_accelerated,0.3846153846153846,,0.3846153846153846,8108,0.23076923076923075
slow_to_accelerated,0.3333333333333333,,0.4666666666666666,8108,0.19999999999999998
slow_to_accelerated,0.2941176470588235,,0.5294117647058824,8473,0.1764705882352941
slow_to_accelerated,0.2631578947368421,,0.5789473684210527,8473,0.15789473684210525
slow_to_accelerated,0.3846153846153846,,0.23076923076923075,8108,0.3846153846153846
slow_to_accelerated,0.3333333333333333,,0.3333333333333333,8108,0.3333333333333333
slow_to_accelerated,0.29411764705882354,,0.4117647058823529,8108,0.29411764705882354
slow_to_accelerated,0.2631578947368421,,0.4736842105263158,8108,0.2631578947368421
slow_to_accelerated,0.23809523809523808,,0.5238095238095238,8473,0.23809523809523808
slow_to_accelerated,0.3333333333333333,,0.19999999999999998,8108,0.4666666666666666
slow_to_accelerated,0.29411764705882354,,0.29411764705882354,8108,0.4117647058823529
slow_to_accelerated,0.2631578947368421,,0.3684210526315789,8108,0.3684210526315789
slow_to_accelerated,0.23809523809523808,,0.42857142857142855,8108,0.3333333333333333
slow_to_accelerated,0.2173913043478261,,0.47826086956521746,8108,0.30434782608695654
slow_to_accelerated,0.29411764705882354,,0.17647058823529413,8108,0.5294117647058824
slow_to_accelerated,0.2631578947368421,,0.2631578947368421,8108,0.4736842105263158
slow_to_accelerated,0.23809523809523814,,0.33333333333333337,8108,0.42857142857142866
slow_to_accelerated,0.2173913043478261,,0.391304347826087,8108,0.391304347826087
slow_to_accelerated,0.2,,0.44000000000000006,8108,0.36
slow_to_accelerated,0.2631578947368421,,0.15789473684210525,8108,0.5789473684210527
slow_to_accelerated,0.23809523809523808,,0.23809523809523808,8108,0.5238095238095238
slow_to_accelerated,0.2173913043478261,,0.30434782608695654,8108,0.47826086956521746
slow_to_accelerated,0.2,,0.36,8108,0.44000000000000006
slow_to_accelerated,0.18518518518518517,,0.40740740740740744,8108,0.40740740740740744
slow_to_accelerated,0.5384615384615384,,0.23076923076923075,5290,0.23076923076923075
slow_to_accelerated,0.4666666666666666,,0.3333333333333333,8108,0.19999999999999998
slow_to_accelerated,0.4117647058823529,,0.4117647058823529,8108,0.17647058823529413
slow_to_accelerated,0.3684210526315789,,0.4736842105263158,8108,0.15789473684210525
slow_to_accelerated,0.3333333333333333,,0.5238095238095238,8473,0.14285714285714285
slow_to_accelerated,0.4666666666666666,,0.19999999999999998,8108,0.3333333333333333
slow_to_accelerated,0.4117647058823529,,0.29411764705882354,8108,0.29411764705882354
slow_to_accelerated,0.3684210526315789,,0.3684210526315789,8108,0.2631578947368421
slow_to_accelerated,0.3333333333333333,,0.42857142857142855,8108,0.23809523809523808
slow_to_accelerated,0.30434782608695654,,0.47826086956521746,8108,0.2173913043478261
slow_to_accelerated,0.4117647058823529,,0.17647058823529413,8108,0.4117647058823529
slow_to_accelerated,0.3684210526315789,,0.2631578947368421,8108,0.3684210526315789
slow_to_accelerated,0.33333333333333337,,0.33333333333333337,8108,0.33333333333333337
slow_to_accelerated,0.30434782608695654,,0.391304347826087,8108,0.30434782608695654
slow_to_accelerated,0.27999999999999997,,0.44000000000000006,8108,0.27999999999999997
slow_to_accelerated,0.36842105263157887,,0.15789473684210525,8108,0.47368421052631576
slow_to_accelerated,0.3333333333333333,,0.23809523809523808,8108,0.42857142857142855
slow_to_accelerated,0.30434782608695654,,0.30434782608695654,8108,0.391304347826087
slow_to_accelerated,0.27999999999999997,,0.36,8108,0.36
slow_to_accelerated,0.25925925925925924,,0.40740740740740744,8108,0.3333333333333333
slow_to_accelerated,0.3333333333333333,,0.14285714285714285,8108,0.5238095238095238
slow_to_accelerated,0.30434782608695654,,0.2173913043478261,8108,0.47826086956521746
slow_to_accelerated,0.27999999999999997,,0.27999999999999997,8108,0.44000000000000006
slow_to_accelerated,0.25925925925925924,,0.3333333333333333,8108,0.40740740740740744
slow_to_accelerated,0.24137931034482754,,0.3793103448275862,8108,0.3793103448275862
slow_to_accelerated,0.6,,0.19999999999999998,5290,0.19999999999999998
slow_to_accelerated,0.5294117647058824,,0.29411764705882354,5290,0.17647058823529413
slow_to_accelerated,0.4736842105263158,,0.3684210526315789,8108,0.15789473684210525
slow_to_accelerated,0.42857142857142855,,0.42857142857142855,8108,0.14285714285714285
slow_to_accelerated,0.391304347826087,,0.47826086956521746,8108,0.13043478260869565
slow_to_accelerated,0.5294117647058824,,0.17647058823529413,5290,0.29411764705882354
slow_to_accelerated,0.4736842105263158,,0.2631578947368421,8108,0.2631578947368421
slow_to_accelerated,0.42857142857142866,,0.33333333333333337,8108,0.23809523809523814
slow_to_accelerated,0.391304347826087,,0.391304347826087,8108,0.2173913043478261
slow_to_accelerated,0.36,,0.44000000000000006,8108,0.2
slow_to_accelerated,0.47368421052631576,,0.15789473684210525,8108,0.36842105263157887
slow_to_accelerated,0.42857142857142855,,0.23809523809523808,8108,0.3333333333333333
slow_to_accelerated,0.391304347826087,,0.30434782608695654,8108,0.30434782608695654
slow_to_accelerated,0.36,,0.36,8108,0.27999999999999997
slow_to_accelerated,0.3333333333333333,,0.40740740740740744,8108,0.25925925925925924
slow_to_accelerated,0.42857142857142855,,0.14285714285714285,8108,0.42857142857142855
slow_to_accelerated,0.391304347826087,,0.2173913043478261,8108,0.391304347826087
slow_to_accelerated,0.36,,0.27999999999999997,8108,0.36
slow_to_accelerated,0.3333333333333333,,0.3333333333333333,8108,0.3333333333333333
slow_to_accelerated,0.31034482758620685,,0.3793103448275862,8108,0.31034482758620685
slow_to_accelerated,0.391304347826087,,0.13043478260869565,8108,0.47826086956521746
slow_to_accelerated,0.36,,0.2,8108,0.44000000000000006
slow_to_accelerated,0.3333333333333333,,0.25925925925925924,8108,0.40740740740740744
slow_to_accelerated,0.3103448275862069,,0.3103448275862069,8108,0.37931034482758624
slow_to_accelerated,0.2903225806451613,,0.3548387096774194,8108,0.3548387096774194
slow_to_accelerated,0.6470588235294118,,0.1764705882352941,5290,0.1764705882352941
slow_to_accelerated,0.5789473684210527,,0.2631578947368421,5290,0.15789473684210525
slow_to_accelerated,0.5238095238095238,,0.3333333333333333,5290,0.14285714285714285
slow_to_accelerated,0.47826086956521735,,0.3913043478260869,8108,0.13043478260869562
slow_to_accelerated,0.44000000000000006,,0.44000000000000006,8108,0.12
slow_to_accelerated,0.5789473684210527,,0.15789473684210525,5290,0.2631578947368421
slow_to_accelerated,0.5238095238095238,,0.23809523809523808,5290,0.23809523809523808
slow_to_accelerated,0.47826086956521746,,0.30434782608695654,8108,0.2173913043478261
slow_to_accelerated,0.44000000000000006,,0.36,8108,0.2
slow_to_accelerated,0.40740740740740744,,0.40740740740740744,8108,0.18518518518518517
slow_to_accelerated,0.5238095238095238,,0.14285714285714285,5290,0.3333333333333333
slow_to_accelerated,0.47826086956521746,,0.2173913043478261,8108,0.30434782608695654
slow_to_accelerated,0.44000000000000006,,0.27999999999999997,8108,0.27999999999999997
slow_to_accelerated,0.40740740740740744,,0.3333333333333333,8108,0.25925925925925924
slow_to_accelerated,0.3793103448275862,,0.3793103448275862,8108,0.24137931034482754
slow_to_accelerated,0.47826086956521746,,0.13043478260869565,8108,0.391304347826087
slow_to_accelerated,0.44000000000000006,,0.2,8108,0.36
slow_to_accelerated,0.40740740740740744,,0.25925925925925924,8108,0.3333333333333333
slow_to_accelerated,0.37931034482758624,,0.3103448275862069,8108,0.3103448275862069
slow_to_accelerated,0.3548387096774194,,0.3548387096774194,8108,0.2903225806451613
slow_to_accelerated,0.44000000000000006,,0.12,8108,0.44000000000000006
slow_to_accelerated,0.40740740740740744,,0.18518518518518517,8108,0.40740740740740744
slow_to_accelerated,0.3793103448275862,,0.24137931034482754,8108,0.3793103448275862
slow_to_accelerated,0.3548387096774194,,0.2903225806451613,8108,0.3548387096774194
slow_to_accelerated,0.3333333333333333,,0.3333333333333333,8108,0.3333333333333333
